-41.842736	-31.609613	-3.000476	-47.485200	-37.510149	-65.703979	-27.569298	-46.489645	-55.442452	-6.722719
-41.886991	-31.574450	-3.442270	-47.329434	-37.515893	-65.463769	-27.613747	-46.425396	-55.160887	-7.051731
-41.930743	-31.532825	-3.874957	-47.159931	-37.517439	-65.219246	-27.659328	-46.359207	-54.883171	-7.374909
-41.973950	-31.485796	-4.298882	-46.980768	-37.515139	-64.971743	-27.705960	-46.291172	-54.609227	-7.692377
-42.016580	-31.434232	-4.714370	-46.794811	-37.509303	-64.722185	-27.753565	-46.221377	-54.338986	-8.004256
-42.058608	-31.378863	-5.121724	-46.604209	-37.500201	-64.471265	-27.802070	-46.149902	-54.072386	-8.310667
-42.100015	-31.320312	-5.521227	-46.410597	-37.488080	-64.219526	-27.851406	-46.076818	-53.809365	-8.611730
-42.140786	-31.259116	-5.913146	-46.215232	-37.473157	-63.967401	-27.901506	-46.002193	-53.549866	-8.907560
-42.180909	-31.195741	-6.297731	-46.019079	-37.455633	-63.715245	-27.952308	-45.925826	-53.293836	-9.198271
-42.220375	-31.130597	-6.675217	-45.822881	-37.435690	-63.463349	-28.003752	-45.847786	-53.041220	-9.483979
-42.259179	-31.064042	-7.045825	-45.627210	-37.413497	-63.211952	-28.055781	-45.768141	-52.791969	-9.764794
-42.297314	-30.996396	-7.409764	-45.432502	-37.389208	-62.961251	-28.108340	-45.686950	-52.546031	-10.040827
-42.334780	-30.927938	-7.767230	-45.239093	-37.362968	-62.711412	-28.161379	-45.604271	-52.303358	-10.312187
-42.371574	-30.858916	-8.118408	-45.047234	-37.334913	-62.462569	-28.214847	-45.520158	-52.063904	-10.578983
-42.407695	-30.789547	-8.463474	-44.857117	-37.305170	-62.214836	-28.268697	-45.434662	-51.827621	-10.841320
-42.443146	-30.720023	-8.802592	-44.668881	-37.273859	-61.968305	-28.322886	-45.347833	-51.594464	-11.099304
-42.477927	-30.650511	-9.135919	-44.482628	-37.241093	-61.723053	-28.377371	-45.259716	-51.364390	-11.353039
-42.512040	-30.581157	-9.463604	-44.298433	-37.206979	-61.479142	-28.432110	-45.170358	-51.137353	-11.602626
-42.545490	-30.512085	-9.785786	-44.116343	-37.171620	-61.236622	-28.487067	-45.079802	-50.913312	-11.848165
-42.578278	-30.443403	-10.102597	-43.936391	-37.135113	-60.995536	-28.542204	-44.988092	-50.692223	-12.089756
-42.610410	-30.375203	-10.414165	-43.758594	-37.097549	-60.755914	-28.597486	-44.895270	-50.474047	-12.327495
-42.641889	-30.307562	-10.720608	-43.582959	-37.059017	-60.517785	-28.652880	-44.801380	-50.258741	-12.561475
-42.672720	-30.240545	-11.022040	-43.409484	-37.019600	-60.281166	-28.708354	-44.706464	-50.046265	-12.791790
-42.702908	-30.174205	-11.318570	-43.238162	-36.979378	-60.046074	-28.763879	-44.610566	-49.836581	-13.018528
-42.732458	-30.108585	-11.610301	-43.068981	-36.938426	-59.812518	-28.819426	-44.513729	-49.629649	-13.241777
-42.761377	-30.043721	-11.897332	-42.901925	-36.896816	-59.580508	-28.874968	-44.415999	-49.425430	-13.461623
-42.789669	-29.979640	-12.179757	-42.736974	-36.854615	-59.350046	-28.930479	-44.317421	-49.223888	-13.678147
-42.817341	-29.916362	-12.457667	-42.574109	-36.811889	-59.121135	-28.985935	-44.218042	-49.024985	-13.891429
-42.844398	-29.853905	-12.731147	-42.413306	-36.768697	-58.893776	-29.041312	-44.117909	-48.828685	-14.101545
-42.870846	-29.792278	-13.000282	-42.254544	-36.725098	-58.667967	-29.096588	-44.017073	-48.634951	-14.308572
-42.896693	-29.731488	-13.265152	-42.097797	-36.681144	-58.443704	-29.151743	-43.915583	-48.443749	-14.512579
-42.921943	-29.671541	-13.525835	-41.943042	-36.636886	-58.220985	-29.206756	-43.813491	-48.255043	-14.713636
-42.946604	-29.612436	-13.782404	-41.790254	-36.592372	-57.999804	-29.261609	-43.710849	-48.068799	-14.911811
-42.970683	-29.554174	-14.034933	-41.639409	-36.547646	-57.780156	-29.316284	-43.607710	-47.884983	-15.106903
-42.994185	-29.496750	-14.283490	-41.490482	-36.502749	-57.562035	-29.370764	-43.504130	-47.703562	-15.299007
-43.017117	-29.440161	-14.528144	-41.343447	-36.457718	-57.345433	-29.425033	-43.400161	-47.524502	-15.488210
-43.039486	-29.384400	-14.768960	-41.198282	-36.412590	-57.130344	-29.479075	-43.295859	-47.347771	-15.674595
-43.061298	-29.329460	-15.006002	-41.054960	-36.367397	-56.916760	-29.532876	-43.191280	-47.173337	-15.858240
-43.082560	-29.275335	-15.239332	-40.913459	-36.322170	-56.704674	-29.586422	-43.086477	-47.001168	-16.039218
-43.103279	-29.222015	-15.469012	-40.773754	-36.276937	-56.494078	-29.639701	-42.981505	-46.831234	-16.217599
-43.123462	-29.169494	-15.695101	-40.635823	-36.231724	-56.284965	-29.692700	-42.876418	-46.663504	-16.393448
-43.143114	-29.117761	-15.917656	-40.499642	-36.186555	-56.077326	-29.745410	-42.771269	-46.497948	-16.566827
-43.162243	-29.066809	-16.136734	-40.365190	-36.141453	-55.871155	-29.797818	-42.666108	-46.334536	-16.737794
-43.180856	-29.016628	-16.352392	-40.232443	-36.096437	-55.666444	-29.849915	-42.560987	-46.173239	-16.906404
-43.198959	-28.967208	-16.564684	-40.101381	-36.051526	-55.463185	-29.901692	-42.455953	-46.014030	-17.072710
-43.216558	-28.918542	-16.773662	-39.971981	-36.006737	-55.261370	-29.953141	-42.351053	-45.856878	-17.236761
-43.233660	-28.870618	-16.979380	-39.844223	-35.962087	-55.060992	-30.004253	-42.246332	-45.701758	-17.398603
-43.250272	-28.823429	-17.181889	-39.718086	-35.917589	-54.862045	-30.055021	-42.141834	-45.548641	-17.558282
-43.266401	-28.776965	-17.381240	-39.593550	-35.873257	-54.664519	-30.105438	-42.037597	-45.397501	-17.715839
-43.282052	-28.731217	-17.577482	-39.470595	-35.829103	-54.468409	-30.155498	-41.933662	-45.248311	-17.871316
-43.297233	-28.686177	-17.770664	-39.349200	-35.785138	-54.273706	-30.205195	-41.830062	-45.101044	-18.024751
-43.311949	-28.641834	-17.960835	-39.229348	-35.741372	-54.080404	-30.254523	-41.726834	-44.955676	-18.176182
-43.326207	-28.598181	-18.148041	-39.111018	-35.697814	-53.888496	-30.303478	-41.624007	-44.812181	-18.325644
-43.340014	-28.555208	-18.332328	-38.994191	-35.654474	-53.697974	-30.352054	-41.521611	-44.670533	-18.473170
-43.353376	-28.512907	-18.513744	-38.878851	-35.611357	-53.508831	-30.400248	-41.419673	-44.530709	-18.618795
-43.366299	-28.471270	-18.692332	-38.764977	-35.568473	-53.321060	-30.448056	-41.318218	-44.392683	-18.762549
-43.378790	-28.430288	-18.868136	-38.652553	-35.525827	-53.134655	-30.495474	-41.217268	-44.256431	-18.904464
-43.390854	-28.389954	-19.041202	-38.541561	-35.483425	-52.949608	-30.542499	-41.116844	-44.121931	-19.044569
-43.402498	-28.350258	-19.211570	-38.431984	-35.441272	-52.765912	-30.589129	-41.016965	-43.989158	-19.182894
-43.413727	-28.311192	-19.379285	-38.323804	-35.399374	-52.583561	-30.635360	-40.917648	-43.858089	-19.319465
-43.424549	-28.272750	-19.544386	-38.217006	-35.357735	-52.402547	-30.681191	-40.818908	-43.728703	-19.454310
-43.434969	-28.234923	-19.706916	-38.111571	-35.316359	-52.222864	-30.726620	-40.720758	-43.600975	-19.587455
-43.444992	-28.197704	-19.866915	-38.007484	-35.275250	-52.044506	-30.771645	-40.623211	-43.474884	-19.718927
-43.454626	-28.161084	-20.024422	-37.904730	-35.234411	-51.867464	-30.816264	-40.526278	-43.350408	-19.848751
-43.463875	-28.125057	-20.179476	-37.803029	-35.193847	-51.691732	-30.860477	-40.429968	-43.227526	-19.976950
-43.472746	-28.089616	-20.332116	-37.702422	-35.153558	-51.517304	-30.904282	-40.334289	-43.106215	-20.103549
-43.481243	-28.054752	-20.482379	-37.602939	-35.113549	-51.344172	-30.947679	-40.239249	-42.986454	-20.228572
-43.489373	-28.020460	-20.630303	-37.504600	-35.073822	-51.172330	-30.990666	-40.144852	-42.868223	-20.352041
-43.497140	-27.986731	-20.775924	-37.407417	-35.034378	-51.001770	-31.033245	-40.051105	-42.751499	-20.473980
-43.504550	-27.953559	-20.919279	-37.311398	-34.995221	-50.832487	-31.075413	-39.958012	-42.636264	-20.594409
-43.511610	-27.920938	-21.060402	-37.216547	-34.956351	-50.664474	-31.117172	-39.865576	-42.522496	-20.713352
-43.518323	-27.888860	-21.199330	-37.122863	-34.917770	-50.497722	-31.158522	-39.773801	-42.410176	-20.830828
-43.524695	-27.857320	-21.336096	-37.030342	-34.879481	-50.332226	-31.199462	-39.682688	-42.299283	-20.946860
